fecha,tipo_esclusa,transitos,peaje_base_usd,cad_variable_pct,cad_por_transito_usd,ingreso_por_transito_usd,ingreso_mensual_usd,prima_subasta_usd,ingreso_mensual_con_subasta_usd,fuente_transitos,fuente_precio
2023-08-01,Neopanamax,273,350000,0.08817078769230771,40859.775692307696,390859.7756923077,106704718.764,0.0,106704718.764,estimado,estimado_ancla_publica
2023-09-01,Neopanamax,261,350000,0.09498484,43244.694,393244.694,102636865.134,0.0,102636865.134,estimado,estimado_ancla_publica
2023-10-01,Neopanamax,238,350000,0.09543911015384615,43403.68855384615,393403.68855384615,93630077.87581538,6506251.486621606,100136329.36243698,estimado,estimado_ancla_publica
2023-11-01,Neopanamax,193,350000,0.09612051538461534,43642.18038461537,393642.1803846154,75972940.81423077,14236186.541431492,90209127.35566226,estimado,estimado_ancla_publica
2023-12-01,Neopanamax,183,350000,0.09657478553846151,43801.174938461525,393801.1749384615,72065615.01373845,16275435.88689909,88341050.90063754,estimado,estimado_ancla_publica
2024-01-01,Neopanamax,188,350000,0.0972561907692308,44039.66676923078,394039.6667692308,74079457.35261539,16657591.253912166,90737048.60652755,estimado,estimado_ancla_publica
2024-02-01,Neopanamax,186,350000,0.09793759599999999,44278.158599999995,394278.15859999997,73335737.4996,16500579.36331966,89836316.86291966,estimado,estimado_ancla_publica
2024-03-01,Neopanamax,201,350000,0.09861900123076928,44516.650430769245,394516.65043076925,79297846.73658462,14903473.327619286,94201320.0642039,estimado,estimado_ancla_publica
2024-04-01,Neopanamax,228,350000,0.09930040646153847,44755.142261538465,394755.1422615385,90004172.43563077,9303298.887817647,99307471.32344842,estimado,estimado_ancla_publica
2024-05-01,Neopanamax,242,350000,0.09407629969230769,42926.70489230769,392926.7048923077,95088262.58393846,5756127.95759801,100844390.54153648,estimado,estimado_ancla_publica
2024-06-01,Neopanamax,241,350000,0.08385522123076924,39349.32743076923,389349.3274307692,93833187.91081539,4972486.6545197405,98805674.56533512,estimado,estimado_ancla_publica
2024-07-01,Neopanamax,256,350000,0.07317987261538454,35612.95541538459,385612.9554153846,98716916.58633846,2196837.643407359,100913754.22974582,estimado,estimado_ancla_publica
2024-08-01,Neopanamax,265,350000,0.06159598369230772,31558.594292307702,381558.5942923077,101113027.48746154,576488.6298695522,101689516.11733109,estimado,estimado_ancla_publica
2024-09-01,Neopanamax,274,350000,0.05137490523076928,27981.21683076925,377981.21683076926,103566853.41163078,0.0,103566853.41163078,estimado,estimado_ancla_publica
2024-10-01,Neopanamax,278,350000,0.042743772307692246,24960.320307692287,374960.3203076923,104238969.04553846,0.0,104238969.04553846,estimado,estimado_ancla_publica
2024-11-01,Neopanamax,276,350000,0.04251663723076922,24880.82303076923,374880.82303076924,103467107.15649231,0.0,103467107.15649231,estimado,estimado_ancla_publica
2024-12-01,Neopanamax,276,350000,0.04228950215384608,24801.32575384613,374801.32575384615,103445165.90806153,0.0,103445165.90806153,estimado,estimado_ancla_publica
2025-01-01,Neopanamax,284,350000,0.04206236707692306,24721.828476923074,374721.82847692305,106420999.28744614,0.0,106420999.28744614,estimado,estimado_ancla_publica
2025-02-01,Neopanamax,281,350000,0.04206236707692306,24721.828476923074,374721.82847692305,105296833.80201538,0.0,105296833.80201538,estimado,estimado_ancla_publica
2025-03-01,Neopanamax,287,350000,0.04183523200000002,24642.331200000008,374642.3312,107522349.0544,0.0,107522349.0544,estimado,estimado_ancla_publica
2025-04-01,Neopanamax,284,350000,0.041608096923077,24562.83392307695,374562.833923077,106375844.83415386,0.0,106375844.83415386,estimado,estimado_ancla_publica
2025-05-01,Neopanamax,278,350000,0.04138096184615386,24483.336646153854,374483.3366461538,104106367.58763076,0.0,104106367.58763076,estimado,estimado_ancla_publica
2025-06-01,Neopanamax,273,350000,0.04115382676923074,24403.839369230758,374403.8393692308,102212248.1478,0.0,102212248.1478,estimado,estimado_ancla_publica
2025-07-01,Neopanamax,273,350000,0.040926691692307705,24324.3420923077,374324.3420923077,102190545.3912,0.0,102190545.3912,estimado,estimado_ancla_publica
2025-08-01,Neopanamax,276,350000,0.040926691692307705,24324.3420923077,374324.3420923077,103313518.41747692,0.0,103313518.41747692,estimado,estimado_ancla_publica
2025-09-01,Neopanamax,276,350000,0.04069955661538458,24244.844815384604,374244.8448153846,103291577.16904615,0.0,103291577.16904615,estimado,estimado_ancla_publica
