transitos,peaje_base_usd,cad_variable_pct,cad_por_transito_usd,ingreso_por_transito_usd,ingreso_mensual_usd,prima_subasta_usd,ingreso_mensual_con_subasta_usd,fuente_transitos,fuente_precio,fecha_id,esclusa_id
910,90000,0.041608096923077,13744.72872307693,103744.72872307693,94407703.13800001,0.0,94407703.13800001,estimado,estimado_ancla_publica,201809,1
908,90000,0.041608096923077,13744.72872307693,103744.72872307693,94200213.68055385,0.0,94200213.68055385,estimado,estimado_ancla_publica,201810,1
900,90000,0.041608096923077,13744.72872307693,103744.72872307693,93370255.85076924,0.0,93370255.85076924,estimado,estimado_ancla_publica,201811,1
900,90000,0.041608096923077,13744.72872307693,103744.72872307693,93370255.85076924,0.0,93370255.85076924,estimado,estimado_ancla_publica,201812,1
927,90000,0.041608096923077,13744.72872307693,103744.72872307693,96171363.52629231,0.0,96171363.52629231,estimado,estimado_ancla_publica,201901,1
918,90000,0.041608096923077,13744.72872307693,103744.72872307693,95237660.96778461,0.0,95237660.96778461,estimado,estimado_ancla_publica,201902,1
935,90000,0.041608096923077,13744.72872307693,103744.72872307693,97001321.35607693,0.0,97001321.35607693,estimado,estimado_ancla_publica,201903,1
927,90000,0.041608096923077,13744.72872307693,103744.72872307693,96171363.52629231,0.0,96171363.52629231,estimado,estimado_ancla_publica,201904,1
908,90000,0.041608096923077,13744.72872307693,103744.72872307693,94200213.68055385,0.0,94200213.68055385,estimado,estimado_ancla_publica,201905,1
890,90000,0.041608096923077,13744.72872307693,103744.72872307693,92332808.56353846,0.0,92332808.56353846,estimado,estimado_ancla_publica,201906,1
890,90000,0.04183523200000002,13765.170880000001,103765.17088,92351002.08320001,0.0,92351002.08320001,estimado,estimado_ancla_publica,201907,1
899,90000,0.04183523200000002,13765.170880000001,103765.17088,93284888.62112,0.0,93284888.62112,estimado,estimado_ancla_publica,201908,1
899,90000,0.04183523200000002,13765.170880000001,103765.17088,93284888.62112,0.0,93284888.62112,estimado,estimado_ancla_publica,201909,1
871,90000,0.04183523200000002,13765.170880000001,103765.17088,90379463.83648,0.0,90379463.83648,estimado,estimado_ancla_publica,201910,1
863,90000,0.04183523200000002,13765.170880000001,103765.17088,89549342.46944,0.0,89549342.46944,estimado,estimado_ancla_publica,201911,1
863,90000,0.04183523200000002,13765.170880000001,103765.17088,89549342.46944,0.0,89549342.46944,estimado,estimado_ancla_publica,201912,1
888,90000,0.04183523200000002,13765.170880000001,103765.17088,92143471.74144,0.0,92143471.74144,estimado,estimado_ancla_publica,202001,1
880,90000,0.04183523200000002,13765.170880000001,103765.17088,91313350.3744,0.0,91313350.3744,estimado,estimado_ancla_publica,202002,1
897,90000,0.04183523200000002,13765.170880000001,103765.17088,93077358.27936001,0.0,93077358.27936001,estimado,estimado_ancla_publica,202003,1
888,90000,0.04183523200000002,13765.170880000001,103765.17088,92143471.74144,0.0,92143471.74144,estimado,estimado_ancla_publica,202004,1
871,90000,0.04206236707692306,13785.613036923076,103785.61303692308,90397268.95516,0.0,90397268.95516,estimado,estimado_ancla_publica,202005,1
853,90000,0.04206236707692306,13785.613036923076,103785.61303692308,88529127.92049539,0.0,88529127.92049539,estimado,estimado_ancla_publica,202006,1
853,90000,0.04206236707692306,13785.613036923076,103785.61303692308,88529127.92049539,0.0,88529127.92049539,estimado,estimado_ancla_publica,202007,1
862,90000,0.04206236707692306,13785.613036923076,103785.61303692308,89463198.43782769,0.0,89463198.43782769,estimado,estimado_ancla_publica,202008,1
862,90000,0.04206236707692306,13785.613036923076,103785.61303692308,89463198.43782769,0.0,89463198.43782769,estimado,estimado_ancla_publica,202009,1
853,90000,0.04206236707692306,13785.613036923076,103785.61303692308,88529127.92049539,0.0,88529127.92049539,estimado,estimado_ancla_publica,202010,1
845,90000,0.04206236707692306,13785.613036923076,103785.61303692308,87698843.0162,0.0,87698843.0162,estimado,estimado_ancla_publica,202011,1
845,90000,0.04206236707692306,13785.613036923076,103785.61303692308,87698843.0162,0.0,87698843.0162,estimado,estimado_ancla_publica,202012,1
871,90000,0.04206236707692306,13785.613036923076,103785.61303692308,90397268.95516,0.0,90397268.95516,estimado,estimado_ancla_publica,202101,1
862,90000,0.04206236707692306,13785.613036923076,103785.61303692308,89463198.43782769,0.0,89463198.43782769,estimado,estimado_ancla_publica,202102,1
879,90000,0.04228950215384608,13806.055193846147,103806.05519384614,91245522.51539075,0.0,91245522.51539075,estimado,estimado_ancla_publica,202103,1
871,90000,0.04228950215384608,13806.055193846147,103806.05519384614,90415074.07383999,0.0,90415074.07383999,estimado,estimado_ancla_publica,202104,1
853,90000,0.04228950215384608,13806.055193846147,103806.05519384614,88546565.08035076,0.0,88546565.08035076,estimado,estimado_ancla_publica,202105,1
836,90000,0.04228950215384608,13806.055193846147,103806.05519384614,86781862.14205538,0.0,86781862.14205538,estimado,estimado_ancla_publica,202106,1
836,90000,0.04228950215384608,13806.055193846147,103806.05519384614,86781862.14205538,0.0,86781862.14205538,estimado,estimado_ancla_publica,202107,1
845,90000,0.04228950215384608,13806.055193846147,103806.05519384614,87716116.6388,0.0,87716116.6388,estimado,estimado_ancla_publica,202108,1
845,90000,0.04228950215384608,13806.055193846147,103806.05519384614,87716116.6388,0.0,87716116.6388,estimado,estimado_ancla_publica,202109,1
899,90000,0.04228950215384608,13806.055193846147,103806.05519384614,93321643.61926769,0.0,93321643.61926769,estimado,estimado_ancla_publica,202110,1
891,90000,0.04228950215384608,13806.055193846147,103806.05519384614,92491195.17771691,0.0,92491195.17771691,estimado,estimado_ancla_publica,202111,1
890,90000,0.04228950215384608,13806.055193846147,103806.05519384614,92387389.12252307,0.0,92387389.12252307,estimado,estimado_ancla_publica,202112,1
917,90000,0.04251663723076922,13826.49735076923,103826.49735076923,95208898.07065539,0.0,95208898.07065539,estimado,estimado_ancla_publica,202201,1
908,90000,0.04251663723076922,13826.49735076923,103826.49735076923,94274459.59449847,0.0,94274459.59449847,estimado,estimado_ancla_publica,202202,1
926,90000,0.04251663723076922,13826.49735076923,103826.49735076923,96143336.54681231,0.0,96143336.54681231,estimado,estimado_ancla_publica,202203,1
917,90000,0.04251663723076922,13826.49735076923,103826.49735076923,95208898.07065539,0.0,95208898.07065539,estimado,estimado_ancla_publica,202204,1
899,90000,0.04251663723076922,13826.49735076923,103826.49735076923,93340021.11834154,0.0,93340021.11834154,estimado,estimado_ancla_publica,202205,1
882,90000,0.04251663723076922,13826.49735076923,103826.49735076923,91574970.66337846,0.0,91574970.66337846,estimado,estimado_ancla_publica,202206,1
882,90000,0.04251663723076922,13826.49735076923,103826.49735076923,91574970.66337846,0.0,91574970.66337846,estimado,estimado_ancla_publica,202207,1
891,90000,0.04251663723076922,13826.49735076923,103826.49735076923,92509409.13953538,0.0,92509409.13953538,estimado,estimado_ancla_publica,202208,1
890,90000,0.04251663723076922,13826.49735076923,103826.49735076923,92405582.64218462,0.0,92405582.64218462,estimado,estimado_ancla_publica,202209,1
906,90000,0.04251663723076922,13826.49735076923,103826.49735076923,94066806.59979692,0.0,94066806.59979692,estimado,estimado_ancla_publica,202210,1
897,90000,0.042743772307692246,13846.939507692303,103846.9395076923,93150704.73839998,0.0,93150704.73839998,estimado,estimado_ancla_publica,202211,1
896,90000,0.042743772307692246,13846.939507692303,103846.9395076923,93046857.79889229,0.0,93046857.79889229,estimado,estimado_ancla_publica,202212,1
924,90000,0.042743772307692246,13846.939507692303,103846.9395076923,95954572.10510768,0.0,95954572.10510768,estimado,estimado_ancla_publica,202301,1
915,90000,0.042743772307692246,13846.939507692303,103846.9395076923,95019949.64953846,0.0,95019949.64953846,estimado,estimado_ancla_publica,202302,1
933,90000,0.042743772307692246,13846.939507692303,103846.9395076923,96889194.56067692,0.0,96889194.56067692,estimado,estimado_ancla_publica,202303,1
924,90000,0.042743772307692246,13846.939507692303,103846.9395076923,95954572.10510768,0.0,95954572.10510768,estimado,estimado_ancla_publica,202304,1
906,90000,0.05546333661538461,14991.700295384615,104991.70029538461,95122480.46761845,0.0,95122480.46761845,estimado,estimado_ancla_publica,202305,1
887,90000,0.06863717107692305,16177.345396923074,106177.34539692308,94179305.36707076,0.0,94179305.36707076,estimado,estimado_ancla_publica,202306,1
887,90000,0.08135673538461541,17322.106184615386,107322.10618461539,95194708.18575385,0.0,95194708.18575385,estimado,estimado_ancla_publica,202307,1
820,90000,0.08817078769230771,17935.370892307692,107935.37089230769,88507004.1316923,0.0,88507004.1316923,estimado,estimado_ancla_publica,202308,1
784,90000,0.09498484,18548.6356,108548.63560000001,85102130.31040001,0.0,85102130.31040001,estimado,estimado_ancla_publica,202309,1
755,90000,0.09543911015384615,18589.519913846154,108589.51991384616,81985087.53495385,20639579.29579543,102624666.83074927,estimado,estimado_ancla_publica,202310,1
613,90000,0.09612051538461534,18650.846384615383,108650.84638461538,66602968.833769225,45216488.85957256,111819457.69334179,estimado,estimado_ancla_publica,202311,1
578,90000,0.09657478553846151,18691.730698461535,108691.73069846153,62823820.343710765,51405475.09632609,114229295.44003686,estimado,estimado_ancla_publica,202312,1
597,90000,0.0972561907692308,18753.05716923077,108753.05716923077,64925575.13003077,52896712.65205087,117822287.78208163,estimado,estimado_ancla_publica,202401,1
591,90000,0.09793759599999999,18814.38364,108814.38364,64309300.73124,52429260.23506408,116738560.96630408,estimado,estimado_ancla_publica,202402,1
636,90000,0.09861900123076928,18875.710110769236,108875.71011076923,69244951.63044924,47157258.887392364,116402210.5178416,estimado,estimado_ancla_publica,202403,1
724,90000,0.09930040646153847,18937.036581538465,108937.03658153847,78870414.48503385,29542054.363070074,108412468.84810393,estimado,estimado_ancla_publica,202404,1
768,90000,0.09407629969230769,18466.86697230769,108466.86697230769,83302553.83473231,18267381.28692261,101569935.12165493,estimado,estimado_ancla_publica,202405,1
764,90000,0.08385522123076924,17546.969910769232,107546.96991076923,82165885.01182769,15763401.676568802,97929286.6883965,estimado,estimado_ancla_publica,202406,1
812,90000,0.07317987261538454,16586.18853538461,106586.1885353846,86547985.09073229,6968094.400182716,93516079.490915,estimado,estimado_ancla_publica,202407,1
841,90000,0.06159598369230772,15543.638532307694,105543.6385323077,88762200.00567077,1829535.6140388427,90591735.61970961,estimado,estimado_ancla_publica,202408,1
866,90000,0.05137490523076928,14623.741470769235,104623.74147076924,90604160.11368616,0.0,90604160.11368616,estimado,estimado_ancla_publica,202409,1
839,90000,0.042743772307692246,13846.939507692303,103846.9395076923,87127582.24695383,0.0,87127582.24695383,estimado,estimado_ancla_publica,202410,1
830,90000,0.04251663723076922,13826.49735076923,103826.49735076923,86175992.80113846,0.0,86175992.80113846,estimado,estimado_ancla_publica,202411,1
830,90000,0.04228950215384608,13806.055193846147,103806.05519384614,86159025.8108923,0.0,86159025.8108923,estimado,estimado_ancla_publica,202412,1
855,90000,0.04206236707692306,13785.613036923076,103785.61303692308,88736699.14656924,0.0,88736699.14656924,estimado,estimado_ancla_publica,202501,1
847,90000,0.04206236707692306,13785.613036923076,103785.61303692308,87906414.24227385,0.0,87906414.24227385,estimado,estimado_ancla_publica,202502,1
863,90000,0.04183523200000002,13765.170880000001,103765.17088,89549342.46944,0.0,89549342.46944,estimado,estimado_ancla_publica,202503,1
855,90000,0.041608096923077,13744.72872307693,103744.72872307693,88701743.05823077,0.0,88701743.05823077,estimado,estimado_ancla_publica,202504,1
839,90000,0.04138096184615386,13724.286566153847,103724.28656615385,87024676.42900309,0.0,87024676.42900309,estimado,estimado_ancla_publica,202505,1
822,90000,0.04115382676923074,13703.844409230765,103703.84440923076,85244560.10438769,0.0,85244560.10438769,estimado,estimado_ancla_publica,202506,1
822,90000,0.040926691692307705,13683.402252307693,103683.40225230769,85227756.65139692,0.0,85227756.65139692,estimado,estimado_ancla_publica,202507,1
830,90000,0.040926691692307705,13683.402252307693,103683.40225230769,86057223.86941537,0.0,86057223.86941537,estimado,estimado_ancla_publica,202508,1
830,90000,0.04069955661538458,13662.960095384613,103662.96009538461,86040256.87916923,0.0,86040256.87916923,estimado,estimado_ancla_publica,202509,1
0,350000,0.04047242153846154,24165.347538461538,374165.34753846156,0.0,0.0,0.0,estimado,estimado_ancla_publica,201410,2
0,350000,0.04047242153846154,24165.347538461538,374165.34753846156,0.0,0.0,0.0,estimado,estimado_ancla_publica,201411,2
0,350000,0.04047242153846154,24165.347538461538,374165.34753846156,0.0,0.0,0.0,estimado,estimado_ancla_publica,201412,2
0,350000,0.04047242153846154,24165.347538461538,374165.34753846156,0.0,0.0,0.0,estimado,estimado_ancla_publica,201501,2
0,350000,0.04047242153846154,24165.347538461538,374165.34753846156,0.0,0.0,0.0,estimado,estimado_ancla_publica,201502,2
0,350000,0.04047242153846154,24165.347538461538,374165.34753846156,0.0,0.0,0.0,estimado,estimado_ancla_publica,201503,2
0,350000,0.04069955661538458,24244.844815384604,374244.8448153846,0.0,0.0,0.0,estimado,estimado_ancla_publica,201504,2
0,350000,0.04069955661538458,24244.844815384604,374244.8448153846,0.0,0.0,0.0,estimado,estimado_ancla_publica,201505,2
0,350000,0.04069955661538458,24244.844815384604,374244.8448153846,0.0,0.0,0.0,estimado,estimado_ancla_publica,201506,2
0,350000,0.04069955661538458,24244.844815384604,374244.8448153846,0.0,0.0,0.0,estimado,estimado_ancla_publica,201507,2
0,350000,0.04069955661538458,24244.844815384604,374244.8448153846,0.0,0.0,0.0,estimado,estimado_ancla_publica,201508,2
0,350000,0.04069955661538458,24244.844815384604,374244.8448153846,0.0,0.0,0.0,estimado,estimado_ancla_publica,201509,2
0,350000,0.04069955661538458,24244.844815384604,374244.8448153846,0.0,0.0,0.0,estimado,estimado_ancla_publica,201510,2
0,350000,0.04069955661538458,24244.844815384604,374244.8448153846,0.0,0.0,0.0,estimado,estimado_ancla_publica,201511,2
0,350000,0.04069955661538458,24244.844815384604,374244.8448153846,0.0,0.0,0.0,estimado,estimado_ancla_publica,201512,2
0,350000,0.04069955661538458,24244.844815384604,374244.8448153846,0.0,0.0,0.0,estimado,estimado_ancla_publica,201601,2
0,350000,0.040926691692307705,24324.3420923077,374324.3420923077,0.0,0.0,0.0,estimado,estimado_ancla_publica,201602,2
0,350000,0.040926691692307705,24324.3420923077,374324.3420923077,0.0,0.0,0.0,estimado,estimado_ancla_publica,201603,2
0,350000,0.040926691692307705,24324.3420923077,374324.3420923077,0.0,0.0,0.0,estimado,estimado_ancla_publica,201604,2
0,350000,0.040926691692307705,24324.3420923077,374324.3420923077,0.0,0.0,0.0,estimado,estimado_ancla_publica,201605,2
0,350000,0.040926691692307705,24324.3420923077,374324.3420923077,0.0,0.0,0.0,estimado,estimado_ancla_publica,201606,2
54,350000,0.040926691692307705,24324.3420923077,374324.3420923077,20213514.472984616,0.0,20213514.472984616,estimado,estimado_ancla_publica,201607,2
54,350000,0.040926691692307705,24324.3420923077,374324.3420923077,20213514.472984616,0.0,20213514.472984616,estimado,estimado_ancla_publica,201608,2
54,350000,0.040926691692307705,24324.3420923077,374324.3420923077,20213514.472984616,0.0,20213514.472984616,estimado,estimado_ancla_publica,201609,2
191,350000,0.040926691692307705,24324.3420923077,374324.3420923077,71495949.33963077,0.0,71495949.33963077,estimado,estimado_ancla_publica,201610,2
189,350000,0.040926691692307705,24324.3420923077,374324.3420923077,70747300.65544616,0.0,70747300.65544616,estimado,estimado_ancla_publica,201611,2
189,350000,0.04115382676923074,24403.839369230758,374403.8393692308,70762325.64078462,0.0,70762325.64078462,estimado,estimado_ancla_publica,201612,2
195,350000,0.04115382676923074,24403.839369230758,374403.8393692308,73008748.677,0.0,73008748.677,estimado,estimado_ancla_publica,201701,2
193,350000,0.04115382676923074,24403.839369230758,374403.8393692308,72259940.99826154,0.0,72259940.99826154,estimado,estimado_ancla_publica,201702,2
197,350000,0.04115382676923074,24403.839369230758,374403.8393692308,73757556.35573846,0.0,73757556.35573846,estimado,estimado_ancla_publica,201703,2
195,350000,0.04115382676923074,24403.839369230758,374403.8393692308,73008748.677,0.0,73008748.677,estimado,estimado_ancla_publica,201704,2
191,350000,0.04115382676923074,24403.839369230758,374403.8393692308,71511133.31952308,0.0,71511133.31952308,estimado,estimado_ancla_publica,201705,2
187,350000,0.04115382676923074,24403.839369230758,374403.8393692308,70013517.96204616,0.0,70013517.96204616,estimado,estimado_ancla_publica,201706,2
187,350000,0.04115382676923074,24403.839369230758,374403.8393692308,70013517.96204616,0.0,70013517.96204616,estimado,estimado_ancla_publica,201707,2
189,350000,0.04115382676923074,24403.839369230758,374403.8393692308,70762325.64078462,0.0,70762325.64078462,estimado,estimado_ancla_publica,201708,2
189,350000,0.04115382676923074,24403.839369230758,374403.8393692308,70762325.64078462,0.0,70762325.64078462,estimado,estimado_ancla_publica,201709,2
230,350000,0.04138096184615386,24483.336646153854,374483.3366461538,86131167.42861538,0.0,86131167.42861538,estimado,estimado_ancla_publica,201710,2
228,350000,0.04138096184615386,24483.336646153854,374483.3366461538,85382200.75532307,0.0,85382200.75532307,estimado,estimado_ancla_publica,201711,2
228,350000,0.04138096184615386,24483.336646153854,374483.3366461538,85382200.75532307,0.0,85382200.75532307,estimado,estimado_ancla_publica,201712,2
235,350000,0.04138096184615386,24483.336646153854,374483.3366461538,88003584.11184615,0.0,88003584.11184615,estimado,estimado_ancla_publica,201801,2
232,350000,0.04138096184615386,24483.336646153854,374483.3366461538,86880134.10190769,0.0,86880134.10190769,estimado,estimado_ancla_publica,201802,2
237,350000,0.04138096184615386,24483.336646153854,374483.3366461538,88752550.78513846,0.0,88752550.78513846,estimado,estimado_ancla_publica,201803,2
235,350000,0.04138096184615386,24483.336646153854,374483.3366461538,88003584.11184615,0.0,88003584.11184615,estimado,estimado_ancla_publica,201804,2
230,350000,0.04138096184615386,24483.336646153854,374483.3366461538,86131167.42861538,0.0,86131167.42861538,estimado,estimado_ancla_publica,201805,2
225,350000,0.04138096184615386,24483.336646153854,374483.3366461538,84258750.7453846,0.0,84258750.7453846,estimado,estimado_ancla_publica,201806,2
225,350000,0.04138096184615386,24483.336646153854,374483.3366461538,84258750.7453846,0.0,84258750.7453846,estimado,estimado_ancla_publica,201807,2
228,350000,0.041608096923077,24562.83392307695,374562.833923077,85400326.13446155,0.0,85400326.13446155,estimado,estimado_ancla_publica,201808,2
228,350000,0.041608096923077,24562.83392307695,374562.833923077,85400326.13446155,0.0,85400326.13446155,estimado,estimado_ancla_publica,201809,2
242,350000,0.041608096923077,24562.83392307695,374562.833923077,90644205.80938463,0.0,90644205.80938463,estimado,estimado_ancla_publica,201810,2
239,350000,0.041608096923077,24562.83392307695,374562.833923077,89520517.3076154,0.0,89520517.3076154,estimado,estimado_ancla_publica,201811,2
239,350000,0.041608096923077,24562.83392307695,374562.833923077,89520517.3076154,0.0,89520517.3076154,estimado,estimado_ancla_publica,201812,2
246,350000,0.041608096923077,24562.83392307695,374562.833923077,92142457.14507693,0.0,92142457.14507693,estimado,estimado_ancla_publica,201901,2
244,350000,0.041608096923077,24562.83392307695,374562.833923077,91393331.47723079,0.0,91393331.47723079,estimado,estimado_ancla_publica,201902,2
249,350000,0.041608096923077,24562.83392307695,374562.833923077,93266145.64684616,0.0,93266145.64684616,estimado,estimado_ancla_publica,201903,2
246,350000,0.041608096923077,24562.83392307695,374562.833923077,92142457.14507693,0.0,92142457.14507693,estimado,estimado_ancla_publica,201904,2
242,350000,0.041608096923077,24562.83392307695,374562.833923077,90644205.80938463,0.0,90644205.80938463,estimado,estimado_ancla_publica,201905,2
237,350000,0.041608096923077,24562.83392307695,374562.833923077,88771391.63976924,0.0,88771391.63976924,estimado,estimado_ancla_publica,201906,2
237,350000,0.04183523200000002,24642.331200000008,374642.3312,88790232.49440001,0.0,88790232.49440001,estimado,estimado_ancla_publica,201907,2
239,350000,0.04183523200000002,24642.331200000008,374642.3312,89539517.1568,0.0,89539517.1568,estimado,estimado_ancla_publica,201908,2
239,350000,0.04183523200000002,24642.331200000008,374642.3312,89539517.1568,0.0,89539517.1568,estimado,estimado_ancla_publica,201909,2
246,350000,0.04183523200000002,24642.331200000008,374642.3312,92162013.4752,0.0,92162013.4752,estimado,estimado_ancla_publica,201910,2
243,350000,0.04183523200000002,24642.331200000008,374642.3312,91038086.4816,0.0,91038086.4816,estimado,estimado_ancla_publica,201911,2
243,350000,0.04183523200000002,24642.331200000008,374642.3312,91038086.4816,0.0,91038086.4816,estimado,estimado_ancla_publica,201912,2
251,350000,0.04183523200000002,24642.331200000008,374642.3312,94035225.1312,0.0,94035225.1312,estimado,estimado_ancla_publica,202001,2
248,350000,0.04183523200000002,24642.331200000008,374642.3312,92911298.1376,0.0,92911298.1376,estimado,estimado_ancla_publica,202002,2
253,350000,0.04183523200000002,24642.331200000008,374642.3312,94784509.79360001,0.0,94784509.79360001,estimado,estimado_ancla_publica,202003,2
251,350000,0.04183523200000002,24642.331200000008,374642.3312,94035225.1312,0.0,94035225.1312,estimado,estimado_ancla_publica,202004,2
246,350000,0.04206236707692306,24721.828476923074,374721.82847692305,92181569.80532306,0.0,92181569.80532306,estimado,estimado_ancla_publica,202005,2
